token,label,label_tag,id
קמא,,I-SEC,1002884
(,,O,1002884
"כ""ב",,B-CHP,1002884
עמוד,,B-pSCHP,1002884
ב',,B-SCHP,1002884
),,O,1002884
סוף,,O,1002884
דיבור,,O,1002884
המתחיל,,O,1002884
חציו,,O,1002884
[SEP],10.0,O,1002884
,10.0,O,1002884
[CLS],10.0,O,1002885
עיין,,O,1002885
תוספות,,B-AUT,1002885
בבא,,B-SEC,1002885
קמא,,I-SEC,1002885
(,,O,1002885
"כ""ב",,B-CHP,1002885
עמוד,,B-pSCHP,1002885
ב',,B-SCHP,1002885
),,O,1002885
סוף,,O,1002885
דיבור,,O,1002885
המתחיל,,O,1002885
חציו,,O,1002885
[SEP],10.0,O,1002885
,10.0,O,1002885
[CLS],10.0,O,1002886
עיין,,O,1002886
תוספות,,B-AUT,1002886
בבא,,B-SEC,1002886
קמא,,I-SEC,1002886
(,,O,1002886
"כ""ב",,B-CHP,1002886
עמוד,,B-pSCHP,1002886
ב',,B-SCHP,1002886
),,O,1002886
סוף,,O,1002886
דיבור,,O,1002886
המתחיל,,O,1002886
חציו,,O,1002886
[SEP],10.0,O,1002886
,10.0,O,1002886
[CLS],10.0,O,1002887
עיין,,O,1002887
תוספות,,B-AUT,1002887
בבא,,B-SEC,1002887
קמא,,I-SEC,1002887
(,,O,1002887
"כ""ב",,B-CHP,1002887
עמוד,,B-pSCHP,1002887
ב',,B-SCHP,1002887
),,O,1002887
סוף,,O,1002887
דיבור,,O,1002887
המתחיל,,O,1002887
חציו,,O,1002887
[SEP],10.0,O,1002887
,10.0,O,1002887
[CLS],10.0,O,1002888
ז,,O,1002888
),,O,1002888
אך,,O,1002888
צריך,,O,1002888
עיון,,O,1002888
"ברמב""ם",,B-AUT,1002888
פרק,,B-pCHP,1002888
"ט""ז",,B-CHP,1002888
מהלכות,,B-pSEC,1002888
איסורי,,B-SEC,1002888
ביאה,,I-SEC,1002888
היינו,,O,1002888
טעמא,,O,1002888
דכ,,O,1002888
##ת,,O,1002888
##ב,,O,1002888
כרתו,,O,1002888
כלב,,O,1002888
פסול,,O,1002888
והא,,O,1002888
לא,,O,1002888
נעשה,,O,1002888
בו,,O,1002888
איסור,,O,1002888
[SEP],10.0,O,1002888
,10.0,O,1002888
[CLS],10.0,O,1002889
ז,,O,1002889
),,O,1002889
אך,,O,1002889
צריך,,O,1002889
עיון,,O,1002889
"ברמב""ם",,B-AUT,1002889
פרק,,B-pCHP,1002889
"ט""ז",,B-CHP,1002889
מהלכות,,B-pSEC,1002889
איסורי,,B-SEC,1002889
ביאה,,I-SEC,1002889
היינו,,O,1002889
טעמא,,O,1002889
דכ,,O,1002889
##ת,,O,1002889
##ב,,O,1002889
כרתו,,O,1002889
כלב,,O,1002889
פסול,,O,1002889
והא,,O,1002889
לא,,O,1002889
נעשה,,O,1002889
בו,,O,1002889
איסור,,O,1002889
[SEP],10.0,O,1002889
,10.0,O,1002889
[CLS],10.0,O,1002890
ז,,O,1002890
),,O,1002890
אך,,O,1002890
צריך,,O,1002890
עיון,,O,1002890
"ברמב""ם",,B-AUT,1002890
פרק,,B-pCHP,1002890
"ט""ז",,B-CHP,1002890
מהלכות,,B-pSEC,1002890
איסורי,,B-SEC,1002890
ביאה,,I-SEC,1002890
היינו,,O,1002890
טעמא,,O,1002890
דכ,,O,1002890
##ת,,O,1002890
##ב,,O,1002890
כרתו,,O,1002890
כלב,,O,1002890
פסול,,O,1002890
והא,,O,1002890
לא,,O,1002890
נעשה,,O,1002890
בו,,O,1002890
איסור,,O,1002890
[SEP],10.0,O,1002890
,10.0,O,1002890
[CLS],10.0,O,1002891
ז,,O,1002891
),,O,1002891
אך,,O,1002891
צריך,,O,1002891
עיון,,O,1002891
"ברמב""ם",,B-AUT,1002891
פרק,,B-pCHP,1002891
"ט""ז",,B-CHP,1002891
מהלכות,,B-pSEC,1002891
איסורי,,B-SEC,1002891
ביאה,,I-SEC,1002891
היינו,,O,1002891
טעמא,,O,1002891
דכ,,O,1002891
##ת,,O,1002891
##ב,,O,1002891
כרתו,,O,1002891
כלב,,O,1002891
פסול,,O,1002891
והא,,O,1002891
לא,,O,1002891
נעשה,,O,1002891
בו,,O,1002891
איסור,,O,1002891
[SEP],10.0,O,1002891
,10.0,O,1002891
[CLS],10.0,O,1002892
ז,,O,1002892
),,O,1002892
אך,,O,1002892
צריך,,O,1002892
עיון,,O,1002892
"ברמב""ם",,B-AUT,1002892
פרק,,B-pCHP,1002892
"ט""ז",,B-CHP,1002892
מהלכות,,B-pSEC,1002892
איסורי,,B-SEC,1002892
ביאה,,I-SEC,1002892
היינו,,O,1002892
טעמא,,O,1002892
דכ,,O,1002892
##ת,,O,1002892
##ב,,O,1002892
כרתו,,O,1002892
כלב,,O,1002892
פסול,,O,1002892
והא,,O,1002892
לא,,O,1002892
נעשה,,O,1002892
בו,,O,1002892
איסור,,O,1002892
[SEP],10.0,O,1002892
,10.0,O,1002892
[CLS],10.0,O,1002893
ז,,O,1002893
),,O,1002893
אך,,O,1002893
צריך,,O,1002893
עיון,,O,1002893
"ברמב""ם",,B-AUT,1002893
פרק,,B-pCHP,1002893
"ט""ז",,B-CHP,1002893
מהלכות,,B-pSEC,1002893
איסורי,,B-SEC,1002893
ביאה,,I-SEC,1002893
היינו,,O,1002893
טעמא,,O,1002893
דכ,,O,1002893
##ת,,O,1002893
##ב,,O,1002893
כרתו,,O,1002893
כלב,,O,1002893
פסול,,O,1002893
והא,,O,1002893
לא,,O,1002893
נעשה,,O,1002893
בו,,O,1002893
איסור,,O,1002893
[SEP],10.0,O,1002893
,10.0,O,1002893
[CLS],10.0,O,1002894
הובא,,O,1002894
ברמ,,B-AUT,1002894
"##""א",,I-AUT,1002894
סימן,,B-pCHP,1002894
קט,,B-CHP,1002894
"##""ו",,O,1002894
[SEP],10.0,O,1002894
,10.0,O,1002894
[CLS],10.0,O,1002895
הובא,,O,1002895
ברמ,,B-AUT,1002895
"##""א",,I-AUT,1002895
סימן,,B-pCHP,1002895
קט,,B-CHP,1002895
"##""ו",,O,1002895
[SEP],10.0,O,1002895
,10.0,O,1002895
[CLS],10.0,O,1002896
הובא,,O,1002896
ברמ,,B-AUT,1002896
"##""א",,I-AUT,1002896
סימן,,B-pCHP,1002896
קט,,B-CHP,1002896
"##""ו",,O,1002896
[SEP],10.0,O,1002896
,10.0,O,1002896
[CLS],10.0,O,1002897
הובא,,O,1002897
ברמ,,B-AUT,1002897
"##""א",,I-AUT,1002897
סימן,,B-pCHP,1002897
קט,,B-CHP,1002897
"##""ו",,O,1002897
[SEP],10.0,O,1002897
,10.0,O,1002897
[CLS],10.0,O,1002898
הובא,,O,1002898
ברמ,,B-AUT,1002898
"##""א",,I-AUT,1002898
סימן,,B-pCHP,1002898
קט,,B-CHP,1002898
"##""ו",,O,1002898
[SEP],10.0,O,1002898
,10.0,O,1002898
[CLS],10.0,O,1002899
הובא,,O,1002899
ברמ,,B-AUT,1002899
"##""א",,I-AUT,1002899
סימן,,B-pCHP,1002899
קט,,B-CHP,1002899
"##""ו",,O,1002899
[SEP],10.0,O,1002899
,10.0,O,1002899
[CLS],10.0,O,1002900
ואם,,O,1002900
כן,,O,1002900
במנחת,,B-BOK,1002900
סוטה,,I-BOK,1002900
דאיתא,,O,1002900
בירושלמי,,B-BOK,1002900
ריש,,O,1002900
פרק,,B-pCHP,1002900
היה,,B-CHP,1002900
מביא,,I-CHP,1002900
דמ,,O,1002900
##נחת,,O,1002900
סוטה,,O,1002900
גם,,O,1002900
כן,,O,1002900
בעלה,,O,1002900
מביא,,O,1002900
עליה,,O,1002900
חוץ,,O,1002900
מדעתה,,O,1002900
[SEP],10.0,O,1002900
,10.0,O,1002900
[CLS],10.0,O,1002901
ואם,,O,1002901
כן,,O,1002901
במנחת,,B-BOK,1002901
סוטה,,I-BOK,1002901
דאיתא,,O,1002901
בירושלמי,,B-BOK,1002901
ריש,,O,1002901
פרק,,B-pCHP,1002901
היה,,B-CHP,1002901
מביא,,I-CHP,1002901
דמ,,O,1002901
##נחת,,O,1002901
סוטה,,O,1002901
גם,,O,1002901
כן,,O,1002901
בעלה,,O,1002901
מביא,,O,1002901
עליה,,O,1002901
חוץ,,O,1002901
מדעתה,,O,1002901
[SEP],10.0,O,1002901
,10.0,O,1002901
[CLS],10.0,O,1002902
ואם,,O,1002902
כן,,O,1002902
במנחת,,B-BOK,1002902
סוטה,,I-BOK,1002902
דאיתא,,O,1002902
בירושלמי,,B-BOK,1002902
ריש,,O,1002902
פרק,,B-pCHP,1002902
היה,,B-CHP,1002902
מביא,,I-CHP,1002902
דמ,,O,1002902
##נחת,,O,1002902
סוטה,,O,1002902
גם,,O,1002902
כן,,O,1002902
בעלה,,O,1002902
מביא,,O,1002902
עליה,,O,1002902
חוץ,,O,1002902
מדעתה,,O,1002902
[SEP],10.0,O,1002902
,10.0,O,1002902
[CLS],10.0,O,1002903
ואם,,O,1002903
כן,,O,1002903
במנחת,,B-BOK,1002903
סוטה,,I-BOK,1002903
דאיתא,,O,1002903
בירושלמי,,B-BOK,1002903
ריש,,O,1002903
פרק,,B-pCHP,1002903
היה,,B-CHP,1002903
מביא,,I-CHP,1002903
דמ,,O,1002903
##נחת,,O,1002903
סוטה,,O,1002903
גם,,O,1002903
כן,,O,1002903
בעלה,,O,1002903
מביא,,O,1002903
עליה,,O,1002903
חוץ,,O,1002903
מדעתה,,O,1002903
[SEP],10.0,O,1002903
,10.0,O,1002903
[CLS],10.0,O,1002904
ואם,,O,1002904
כן,,O,1002904
במנחת,,B-BOK,1002904
סוטה,,I-BOK,1002904
דאיתא,,O,1002904
בירושלמי,,B-BOK,1002904
ריש,,O,1002904
פרק,,B-pCHP,1002904
היה,,B-CHP,1002904
מביא,,I-CHP,1002904
דמ,,O,1002904
##נחת,,O,1002904
סוטה,,O,1002904
גם,,O,1002904
כן,,O,1002904
בעלה,,O,1002904
מביא,,O,1002904
עליה,,O,1002904
חוץ,,O,1002904
מדעתה,,O,1002904
[SEP],10.0,O,1002904
,10.0,O,1002904
[CLS],10.0,O,1002905
ואם,,O,1002905
כן,,O,1002905
במנחת,,B-BOK,1002905
סוטה,,I-BOK,1002905
דאיתא,,O,1002905
בירושלמי,,B-BOK,1002905
ריש,,O,1002905
פרק,,B-pCHP,1002905
היה,,B-CHP,1002905
מביא,,I-CHP,1002905
דמ,,O,1002905
##נחת,,O,1002905
סוטה,,O,1002905
גם,,O,1002905
כן,,O,1002905
בעלה,,O,1002905
מביא,,O,1002905
עליה,,O,1002905
חוץ,,O,1002905
מדעתה,,O,1002905
[SEP],10.0,O,1002905
,10.0,O,1002905
[CLS],10.0,O,1002906
מהא,,O,1002906
דש,,B-AUT,1002906
##בועות,,I-AUT,1002906
(,,O,1002906
"מ""ח",,B-CHP,1002906
עמוד,,B-pSCHP,1002906
א',,B-SCHP,1002906
),,O,1002906
דמפ,,O,1002906
##רש,,O,1002906
לראש,,O,1002906
חודש,,O,1002906
ברייתא,,O,1002906
דזה,,O,1002906
אומר,,O,1002906
גבוה,,O,1002906
שלש,,O,1002906
מרד,,O,1002906
##עות,,O,1002906
וזה,,O,1002906
אומר,,O,1002906
חמש,,O,1002906
עדות,,O,1002906
##ן,,O,1002906
בטיל,,O,1002906
##ה,,O,1002906
ומצט,,O,1002906
##ר,,O,1002906
##פין,,O,1002906
לעדות,,O,1002906
אחרת,,O,1002906
[SEP],10.0,O,1002906
,10.0,O,1002906
[CLS],10.0,O,1002907
מהא,,O,1002907
דש,,B-AUT,1002907
##בועות,,I-AUT,1002907
(,,O,1002907
"מ""ח",,B-CHP,1002907
עמוד,,B-pSCHP,1002907
א',,B-SCHP,1002907
),,O,1002907
דמפ,,O,1002907
##רש,,O,1002907
לראש,,O,1002907
חודש,,O,1002907
ברייתא,,O,1002907
דזה,,O,1002907
אומר,,O,1002907
גבוה,,O,1002907
שלש,,O,1002907
מרד,,O,1002907
##עות,,O,1002907
וזה,,O,1002907
אומר,,O,1002907
חמש,,O,1002907
עדות,,O,1002907
##ן,,O,1002907
בטיל,,O,1002907
##ה,,O,1002907
ומצט,,O,1002907
##ר,,O,1002907
##פין,,O,1002907
לעדות,,O,1002907
אחרת,,O,1002907
[SEP],10.0,O,1002907
,10.0,O,1002907
[CLS],10.0,O,1002908
מהא,,O,1002908
דש,,B-AUT,1002908
##בועות,,I-AUT,1002908
(,,O,1002908
"מ""ח",,B-CHP,1002908
עמוד,,B-pSCHP,1002908
א',,B-SCHP,1002908
),,O,1002908
דמפ,,O,1002908
##רש,,O,1002908
לראש,,O,1002908
חודש,,O,1002908
ברייתא,,O,1002908
דזה,,O,1002908
אומר,,O,1002908
גבוה,,O,1002908
שלש,,O,1002908
מרד,,O,1002908
##עות,,O,1002908
וזה,,O,1002908
אומר,,O,1002908
חמש,,O,1002908
עדות,,O,1002908
##ן,,O,1002908
בטיל,,O,1002908
##ה,,O,1002908
ומצט,,O,1002908
##ר,,O,1002908
##פין,,O,1002908
לעדות,,O,1002908
אחרת,,O,1002908
[SEP],10.0,O,1002908
,10.0,O,1002908
[CLS],10.0,O,1002909
מהא,,O,1002909
דש,,B-AUT,1002909
##בועות,,I-AUT,1002909
(,,O,1002909
"מ""ח",,B-CHP,1002909
עמוד,,B-pSCHP,1002909
א',,B-SCHP,1002909
),,O,1002909
דמפ,,O,1002909
##רש,,O,1002909
לראש,,O,1002909
חודש,,O,1002909
ברייתא,,O,1002909
דזה,,O,1002909
אומר,,O,1002909
גבוה,,O,1002909
שלש,,O,1002909
מרד,,O,1002909
##עות,,O,1002909
וזה,,O,1002909
אומר,,O,1002909
חמש,,O,1002909
עדות,,O,1002909
##ן,,O,1002909
בטיל,,O,1002909
##ה,,O,1002909
ומצט,,O,1002909
##ר,,O,1002909
##פין,,O,1002909
לעדות,,O,1002909
אחרת,,O,1002909
[SEP],10.0,O,1002909
,10.0,O,1002909
[CLS],10.0,O,1002910
מהא,,O,1002910
דש,,B-AUT,1002910
##בועות,,I-AUT,1002910
(,,O,1002910
"מ""ח",,B-CHP,1002910
עמוד,,B-pSCHP,1002910
א',,B-SCHP,1002910
),,O,1002910
דמפ,,O,1002910
##רש,,O,1002910
לראש,,O,1002910
חודש,,O,1002910
ברייתא,,O,1002910
דזה,,O,1002910
אומר,,O,1002910
גבוה,,O,1002910
שלש,,O,1002910
מרד,,O,1002910
##עות,,O,1002910
וזה,,O,1002910
אומר,,O,1002910
חמש,,O,1002910
עדות,,O,1002910
##ן,,O,1002910
בטיל,,O,1002910
##ה,,O,1002910
ומצט,,O,1002910
##ר,,O,1002910
##פין,,O,1002910
לעדות,,O,1002910
אחרת,,O,1002910
[SEP],10.0,O,1002910
,10.0,O,1002910
[CLS],10.0,O,1002911
מהא,,O,1002911
דש,,B-AUT,1002911
##בועות,,I-AUT,1002911
(,,O,1002911
"מ""ח",,B-CHP,1002911
עמוד,,B-pSCHP,1002911
א',,B-SCHP,1002911
),,O,1002911
דמפ,,O,1002911
##רש,,O,1002911
לראש,,O,1002911
חודש,,O,1002911
ברייתא,,O,1002911
דזה,,O,1002911
אומר,,O,1002911
גבוה,,O,1002911
שלש,,O,1002911
מרד,,O,1002911
##עות,,O,1002911
וזה,,O,1002911
אומר,,O,1002911
חמש,,O,1002911
עדות,,O,1002911
##ן,,O,1002911
בטיל,,O,1002911
##ה,,O,1002911
ומצט,,O,1002911
##ר,,O,1002911
##פין,,O,1002911
לעדות,,O,1002911
אחרת,,O,1002911
[SEP],10.0,O,1002911
,10.0,O,1002911
[CLS],10.0,O,1002912
"שו""ת",,O,1002912
אבני,,B-BOK,1002912
נזר,,I-BOK,1002912
חלק,,B-pSEC,1002912
אבן,,B-SEC,1002912
העזר,,I-SEC,1002912
סימן,,B-pCHP,1002912
רד,,B-CHP,1002912
בין,,O,1002912
השמשות,,O,1002912
יום,,O,1002912
וערב,,O,1002912
שבת,,O,1002912
קדש,,O,1002912
תצא,,O,1002912
ח',,O,1002912
אלול,,O,1002912
שש,,O,1002912
מאות,,O,1002912
שישים,,O,1002912
ושמונה,,O,1002912
לפרט,,O,1002912
קטן,,O,1002912
פה,,O,1002912
אטו,,O,1002912
##וא,,O,1002912
##צק,,O,1002912
[SEP],10.0,O,1002912
,10.0,O,1002912
[CLS],10.0,O,1002913
"שו""ת",,O,1002913
אבני,,B-BOK,1002913
נזר,,I-BOK,1002913
חלק,,B-pSEC,1002913
אבן,,B-SEC,1002913
העזר,,I-SEC,1002913
סימן,,B-pCHP,1002913
רד,,B-CHP,1002913
בין,,O,1002913
השמשות,,O,1002913
יום,,O,1002913
וערב,,O,1002913
שבת,,O,1002913
קדש,,O,1002913
תצא,,O,1002913
ח',,O,1002913
אלול,,O,1002913
שש,,O,1002913
מאות,,O,1002913
שישים,,O,1002913
ושמונה,,O,1002913
לפרט,,O,1002913
קטן,,O,1002913
פה,,O,1002913
אטו,,O,1002913
##וא,,O,1002913
##צק,,O,1002913
[SEP],10.0,O,1002913
,10.0,O,1002913
[CLS],10.0,O,1002914
"שו""ת",,O,1002914
אבני,,B-BOK,1002914
נזר,,I-BOK,1002914
חלק,,B-pSEC,1002914
אבן,,B-SEC,1002914
העזר,,I-SEC,1002914
סימן,,B-pCHP,1002914
רד,,B-CHP,1002914
בין,,O,1002914
השמשות,,O,1002914
יום,,O,1002914
וערב,,O,1002914
שבת,,O,1002914
קדש,,O,1002914
תצא,,O,1002914
ח',,O,1002914
אלול,,O,1002914
שש,,O,1002914
מאות,,O,1002914
שישים,,O,1002914
ושמונה,,O,1002914
לפרט,,O,1002914
קטן,,O,1002914
פה,,O,1002914
אטו,,O,1002914
##וא,,O,1002914
##צק,,O,1002914
[SEP],10.0,O,1002914
,10.0,O,1002914
[CLS],10.0,O,1002915
"שו""ת",,O,1002915
אבני,,B-BOK,1002915
נזר,,I-BOK,1002915
חלק,,B-pSEC,1002915
אבן,,B-SEC,1002915
העזר,,I-SEC,1002915
סימן,,B-pCHP,1002915
רד,,B-CHP,1002915
בין,,O,1002915
השמשות,,O,1002915
יום,,O,1002915
וערב,,O,1002915
שבת,,O,1002915
קדש,,O,1002915
תצא,,O,1002915
ח',,O,1002915
אלול,,O,1002915
שש,,O,1002915
מאות,,O,1002915
שישים,,O,1002915
ושמונה,,O,1002915
לפרט,,O,1002915
קטן,,O,1002915
פה,,O,1002915
אטו,,O,1002915
##וא,,O,1002915
##צק,,O,1002915
[SEP],10.0,O,1002915
,10.0,O,1002915
[CLS],10.0,O,1002916
"שו""ת",,O,1002916
אבני,,B-BOK,1002916
נזר,,I-BOK,1002916
חלק,,B-pSEC,1002916
אבן,,B-SEC,1002916
העזר,,I-SEC,1002916
סימן,,B-pCHP,1002916
רד,,B-CHP,1002916
בין,,O,1002916
השמשות,,O,1002916
יום,,O,1002916
וערב,,O,1002916
שבת,,O,1002916
קדש,,O,1002916
תצא,,O,1002916
ח',,O,1002916
אלול,,O,1002916
שש,,O,1002916
מאות,,O,1002916
שישים,,O,1002916
ושמונה,,O,1002916
לפרט,,O,1002916
קטן,,O,1002916
פה,,O,1002916
אטו,,O,1002916
##וא,,O,1002916
##צק,,O,1002916
[SEP],10.0,O,1002916
,10.0,O,1002916
[CLS],10.0,O,1002917
"שו""ת",,O,1002917
אבני,,B-BOK,1002917
נזר,,I-BOK,1002917
חלק,,B-pSEC,1002917
אבן,,B-SEC,1002917
העזר,,I-SEC,1002917
סימן,,B-pCHP,1002917
רד,,B-CHP,1002917
בין,,O,1002917
השמשות,,O,1002917
יום,,O,1002917
וערב,,O,1002917
שבת,,O,1002917
קדש,,O,1002917
תצא,,O,1002917
ח',,O,1002917
אלול,,O,1002917
שש,,O,1002917
מאות,,O,1002917
שישים,,O,1002917
ושמונה,,O,1002917
לפרט,,O,1002917
קטן,,O,1002917
פה,,O,1002917
אטו,,O,1002917
##וא,,O,1002917
##צק,,O,1002917
[SEP],10.0,O,1002917
,10.0,O,1002917
[CLS],10.0,O,1002918
ועיין,,O,1002918
בבית,,B-BOK,1002918
יוסף,,I-BOK,1002918
סימן,,B-pCHP,1002918
"ל""ד",,B-CHP,1002918
בשם,,O,1002918
"הרשב""א",,B-AUT,1002918
בעדים,,O,1002918
שיצא,,O,1002918
עליהם,,O,1002918
קלא,,O,1002918
דלא,,O,1002918
פסק,,O,1002918
שוב,,O,1002918
אין,,O,1002918
מוציאין,,O,1002918
ממון,,O,1002918
על,,O,1002918
ידם,,O,1002918
[SEP],10.0,O,1002918
,10.0,O,1002918
[CLS],10.0,O,1002919
ועיין,,O,1002919
בבית,,B-BOK,1002919
יוסף,,I-BOK,1002919
סימן,,B-pCHP,1002919
"ל""ד",,B-CHP,1002919
בשם,,O,1002919
"הרשב""א",,B-AUT,1002919
בעדים,,O,1002919
שיצא,,O,1002919
עליהם,,O,1002919
קלא,,O,1002919
דלא,,O,1002919
פסק,,O,1002919
שוב,,O,1002919
אין,,O,1002919
מוציאין,,O,1002919
ממון,,O,1002919
על,,O,1002919
ידם,,O,1002919
[SEP],10.0,O,1002919
,10.0,O,1002919
[CLS],10.0,O,1002920
ועיין,,O,1002920
בבית,,B-BOK,1002920
יוסף,,I-BOK,1002920
סימן,,B-pCHP,1002920
"ל""ד",,B-CHP,1002920
בשם,,O,1002920
"הרשב""א",,B-AUT,1002920
בעדים,,O,1002920
שיצא,,O,1002920
עליהם,,O,1002920
קלא,,O,1002920
דלא,,O,1002920
פסק,,O,1002920
שוב,,O,1002920
אין,,O,1002920
מוציאין,,O,1002920
ממון,,O,1002920
על,,O,1002920
ידם,,O,1002920
[SEP],10.0,O,1002920
,10.0,O,1002920
[CLS],10.0,O,1002921
ועיין,,O,1002921
בבית,,B-BOK,1002921
יוסף,,I-BOK,1002921
סימן,,B-pCHP,1002921
"ל""ד",,B-CHP,1002921
בשם,,O,1002921
"הרשב""א",,B-AUT,1002921
בעדים,,O,1002921
שיצא,,O,1002921
עליהם,,O,1002921
קלא,,O,1002921
דלא,,O,1002921
פסק,,O,1002921
שוב,,O,1002921
אין,,O,1002921
מוציאין,,O,1002921
ממון,,O,1002921
על,,O,1002921
ידם,,O,1002921
[SEP],10.0,O,1002921
,10.0,O,1002921
[CLS],10.0,O,1002922
ועיין,,O,1002922
בבית,,B-BOK,1002922
יוסף,,I-BOK,1002922
סימן,,B-pCHP,1002922
"ל""ד",,B-CHP,1002922
בשם,,O,1002922
"הרשב""א",,B-AUT,1002922
בעדים,,O,1002922
שיצא,,O,1002922
עליהם,,O,1002922
קלא,,O,1002922
דלא,,O,1002922
פסק,,O,1002922
שוב,,O,1002922
אין,,O,1002922
מוציאין,,O,1002922
ממון,,O,1002922
על,,O,1002922
ידם,,O,1002922
[SEP],10.0,O,1002922
,10.0,O,1002922
[CLS],10.0,O,1002923
ועיין,,O,1002923
בבית,,B-BOK,1002923
יוסף,,I-BOK,1002923
סימן,,B-pCHP,1002923
"ל""ד",,B-CHP,1002923
בשם,,O,1002923
"הרשב""א",,B-AUT,1002923
בעדים,,O,1002923
שיצא,,O,1002923
עליהם,,O,1002923
קלא,,O,1002923
דלא,,O,1002923
פסק,,O,1002923
שוב,,O,1002923
אין,,O,1002923
מוציאין,,O,1002923
ממון,,O,1002923
על,,O,1002923
ידם,,O,1002923
[SEP],10.0,O,1002923
,10.0,O,1002923
[CLS],10.0,O,1002924
שהרי,,O,1002924
"הר""ן",,B-AUT,1002924
פרק,,B-pCHP,1002924
קמא,,B-CHP,1002924
דק,,B-BOK,1002924
##ידושין,,I-BOK,1002924
דצ,,O,1002924
##ריך,,O,1002924
לדבר,,O,1002924
עם,,O,1002924
המתג,,O,1002924
##רש,,O,1002924
##ת,,O,1002924
[SEP],10.0,O,1002924
,10.0,O,1002924
[CLS],10.0,O,1002925
שהרי,,O,1002925
"הר""ן",,B-AUT,1002925
פרק,,B-pCHP,1002925
קמא,,B-CHP,1002925
דק,,B-BOK,1002925
##ידושין,,I-BOK,1002925
דצ,,O,1002925
##ריך,,O,1002925
לדבר,,O,1002925
עם,,O,1002925
המתג,,O,1002925
##רש,,O,1002925
##ת,,O,1002925
[SEP],10.0,O,1002925
,10.0,O,1002925
[CLS],10.0,O,1002926
שהרי,,O,1002926
"הר""ן",,B-AUT,1002926
פרק,,B-pCHP,1002926
קמא,,B-CHP,1002926
דק,,B-BOK,1002926
##ידושין,,I-BOK,1002926
דצ,,O,1002926
##ריך,,O,1002926
לדבר,,O,1002926
עם,,O,1002926
המתג,,O,1002926
##רש,,O,1002926
##ת,,O,1002926
[SEP],10.0,O,1002926
,10.0,O,1002926
[CLS],10.0,O,1002927
שהרי,,O,1002927
"הר""ן",,B-AUT,1002927
פרק,,B-pCHP,1002927
קמא,,B-CHP,1002927
דק,,B-BOK,1002927
##ידושין,,I-BOK,1002927
דצ,,O,1002927
##ריך,,O,1002927
לדבר,,O,1002927
עם,,O,1002927
המתג,,O,1002927
##רש,,O,1002927
##ת,,O,1002927
[SEP],10.0,O,1002927
,10.0,O,1002927
[CLS],10.0,O,1002928
שהרי,,O,1002928
"הר""ן",,B-AUT,1002928
פרק,,B-pCHP,1002928
קמא,,B-CHP,1002928
דק,,B-BOK,1002928
##ידושין,,I-BOK,1002928
דצ,,O,1002928
##ריך,,O,1002928
לדבר,,O,1002928
עם,,O,1002928
המתג,,O,1002928
##רש,,O,1002928
##ת,,O,1002928
[SEP],10.0,O,1002928
,10.0,O,1002928
[CLS],10.0,O,1002929
שהרי,,O,1002929
"הר""ן",,B-AUT,1002929
פרק,,B-pCHP,1002929
קמא,,B-CHP,1002929
דק,,B-BOK,1002929
##ידושין,,I-BOK,1002929
דצ,,O,1002929
##ריך,,O,1002929
לדבר,,O,1002929
עם,,O,1002929
המתג,,O,1002929
##רש,,O,1002929
##ת,,O,1002929
[SEP],10.0,O,1002929
,10.0,O,1002929
[CLS],10.0,O,1002930
אך,,O,1002930
הדבר,,O,1002930
יובן,,O,1002930
על,,O,1002930
פי,,O,1002930
מה,,O,1002930
שכתב,,O,1002930
"רמב""ן",,B-AUT,1002930
במלחמות,,B-BOK,1002930
פרק,,B-pCHP,1002930
קמא,,B-CHP,1002930
ד,,B-SEC,1002930
##גיטין,,I-SEC,1002930
בהא,,O,1002930
דב,,O,1002930
##דבר,,O,1002930
שיש,,O,1002930
קצת,,O,1002930
חוב,,O,1002930
אינו,,O,1002930
מועיל,,O,1002930
שלא,,O,1002930
בפניו,,O,1002930
[SEP],10.0,O,1002930
,10.0,O,1002930
[CLS],10.0,O,1002931
אך,,O,1002931
הדבר,,O,1002931
יובן,,O,1002931
על,,O,1002931
פי,,O,1002931
מה,,O,1002931
שכתב,,O,1002931
"רמב""ן",,B-AUT,1002931
במלחמות,,B-BOK,1002931
פרק,,B-pCHP,1002931
קמא,,B-CHP,1002931
ד,,B-SEC,1002931
##גיטין,,I-SEC,1002931
בהא,,O,1002931
דב,,O,1002931
##דבר,,O,1002931
שיש,,O,1002931
קצת,,O,1002931
חוב,,O,1002931
אינו,,O,1002931
מועיל,,O,1002931
שלא,,O,1002931
בפניו,,O,1002931
[SEP],10.0,O,1002931
,10.0,O,1002931
[CLS],10.0,O,1002932
אך,,O,1002932
הדבר,,O,1002932
יובן,,O,1002932
על,,O,1002932
פי,,O,1002932
מה,,O,1002932
שכתב,,O,1002932
"רמב""ן",,B-AUT,1002932
במלחמות,,B-BOK,1002932
פרק,,B-pCHP,1002932
קמא,,B-CHP,1002932
ד,,B-SEC,1002932
##גיטין,,I-SEC,1002932
בהא,,O,1002932
דב,,O,1002932
##דבר,,O,1002932
שיש,,O,1002932
קצת,,O,1002932
חוב,,O,1002932
אינו,,O,1002932
מועיל,,O,1002932
שלא,,O,1002932
בפניו,,O,1002932
[SEP],10.0,O,1002932
,10.0,O,1002932
[CLS],10.0,O,1002933
אך,,O,1002933
